Document Name,Document Title,Document Public Url
"The Right to Information Act, 2005 English.pdf","The Right to Information Act, 2005",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Right%20to%20Information%20Act%2C%202005%20English.pdf
The Rights of persons with Disabilities Act  2016 English.pdf,"The Rights of persons with Disabilities Act, 2016",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Rights%20of%20persons%20with%20Disabilities%20Act%20%202016%20English.pdf
"The River Boards Act, 1956 English.pdf","The River Boards Act, 1956",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20River%20Boards%20Act%2C%201956%20English.pdf
"The Road Transport Corporations Act, 1950 English.pdf","The Road Transport Corporations Act, 1950",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Road%20Transport%20Corporations%20Act%2C%201950%20English.pdf
"The Rubber Act, 1947 English.pdf","The Rubber Act, 1947",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Rubber%20Act%2C%201947%20English.pdf
The Scheduled Tribes and other traditional forest dwellers (recognition of forest rights) Act 2006 English.pdf,"The Scheduled Tribes and other traditional forest dwellers (recognition of forest rights) Act, 2006",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Scheduled%20Tribes%20and%20other%20traditional%20forest%20dwellers%20%28recognition%20of%20forest%20rights%29%20Act%202006%20English.pdf
The Science _ Engineering research board Act 2008 English.pdf,"The Science and Engineering research board Act, 2008",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Science%20_%20Engineering%20research%20board%20Act%202008%20English.pdf
"The Sexual Harassment of Women at work place (prevention, prohibition and redressal) Act, 2013 Eng.pdf","The Sexual Harassment of Women at work place (prevention, prohibition and redressal) Act, 2013",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Sexual%20Harassment%20of%20Women%20at%20work%20place%20%28prevention%2C%20prohibition%20and%20redressal%29%20Act%2C%202013%20Eng.pdf
"The Shipping Development Fund Committee (Abolition) Act, 1986 Eng.pdf","The Shipping Development Fund Committee (Abolition) Act, 1986",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Shipping%20Development%20Fund%20Committee%20%28Abolition%29%20Act%2C%201986%20Eng.pdf
The Slum Areas (improvement and clearance) Act 1956 English.pdf,"The Slum Areas (improvement and clearance) Act, 1956",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Slum%20Areas%20%28improvement%20and%20clearance%29%20Act%201956%20English.pdf
"The Smugglers and Foreign Exchange Manipulators (Forfeiture of Property) Act, 1976 English.pdf","The Smugglers and Foreign Exchange Manipulators (Forfeiture of Property) Act, 1976",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Smugglers%20and%20Foreign%20Exchange%20Manipulators%20%28Forfeiture%20of%20Property%29%20Act%2C%201976%20English.pdf
"The Special Court (Trial of Offences Relating to Transactions in Securities) Act, 1992 English.pdf","The Special Court (Trial of Offences Relating to Transactions in Securities) Act, 1992",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Special%20Court%20%28Trial%20of%20Offences%20Relating%20to%20Transactions%20in%20Securities%29%20Act%2C%201992%20English.pdf
"The Special Protection Group Act, 1988 English.pdf","The Special Protection Group Act, 1988",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Special%20Protection%20Group%20Act%2C%201988%20English.pdf
"The Spices Board Act, 1986 English.pdf","The Spices Board Act, 1986",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Spices%20Board%20Act%2C%201986%20English.pdf
"The Spices Cess Act, 1986 Eng.pdf","The Spices Cess Act, 1986",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Spices%20Cess%20Act%2C%201986%20Eng.pdf
The State Emblem of India (prohibition of Improper use) Act 2005 English.pdf,"The State Emblem of India (prohibition of Improper use) Act, 2005",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20State%20Emblem%20of%20India%20%28prohibition%20of%20Improper%20use%29%20Act%202005%20English.pdf
"The Taxation Laws (Continuation and Validation of Recovery Proceedings) Act, 1964 English.pdf","The Taxation Laws (Continuation and Validation of Recovery Proceedings) Act, 1964",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Taxation%20Laws%20%28Continuation%20and%20Validation%20of%20Recovery%20Proceedings%29%20Act%2C%201964%20English.pdf
"The Technology Development Board Act, 1995 English.pdf","The Technology Development Board Act, 1995",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Technology%20Development%20Board%20Act%2C%201995%20English.pdf
"The Telecom Regulatory Authority of India Act, 1997 English.pdf","The Telecom Regulatory Authority of India Act, 1997",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Telecom%20Regulatory%20Authority%20of%20India%20Act%2C%201997%20English.pdf
"The Trade Marks Act, 1999 English.pdf","The Trade Marks Act, 1999",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Trade%20Marks%20Act%2C%201999%20English.pdf
"The Transplantation of Human Organs Act, 1994 English.pdf","The Transplantation of Human Organs Act, 1994",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Transplantation%20of%20Human%20Organs%20Act%2C%201994%20English.pdf
"The Two-member Constituencies (Abolition) and Other Laws Repeal Act, 2001 Eng.pdf","The Two-member Constituencies (Abolition) and Other Laws Repeal Act, 2001",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Two-member%20Constituencies%20%28Abolition%29%20and%20Other%20Laws%20Repeal%20Act%2C%202001%20Eng.pdf
"The Two-member constituencies (Abolition) Act, 1961 Eng.pdf","The Two-member constituencies (Abolition) Act, 1961",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Two-member%20constituencies%20%28Abolition%29%20Act%2C%201961%20Eng.pdf
"The Union Duties of Excise (Electricity) Distribution Act, 1980 Eng.pdf","The Union Duties of Excise (Electricity) Distribution Act, 1980",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Union%20Duties%20of%20Excise%20%28Electricity%29%20Distribution%20Act%2C%201980%20Eng.pdf
"The Unorganised Workers Social Security Act, 2008 English.pdf","The Unorganised Workers Social Security Act, 2008",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Unorganised%20Workers%20Social%20Security%20Act%2C%202008%20English.pdf
"The Warehousing (Development and Regulation Act, 2007 English.pdf","The Warehousing (Development and Regulation Act, 2007",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Warehousing%20%28Development%20and%20Regulation%20Act%2C%202007%20English.pdf
"The Wildlife Protection Act, 1972 English.pdf","The Wildlife Protection Act, 1972",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Wildlife%20Protection%20Act%2C%201972%20English.pdf
The Working Journalists and Other News Paper Employees (Conditions of Service) English.pdf,"The Working Journalists and Other News Paper Employees (Conditions of Service) and Miscellaneous Provisions Act, 1955",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Working%20Journalists%20and%20Other%20News%20Paper%20Employees%20%28Conditions%20of%20Service%29%20English.pdf
"The administrative tribunals Act, 1985 English.pdf","The administrative tribunals Act, 1985",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20administrative%20tribunals%20Act%2C%201985%20English.pdf
"The chariatable and religious trusts Act, 1920 English.pdf","The charitable and religious trusts Act, 1920",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20chariatable%20and%20religious%20trusts%20Act%2C%201920%20English.pdf
"The prevention of Black-Marketing and maintenance of supplies of essential commodities Act, 1925 English.pdf","The prevention of Black-Marketing and maintenance of supplies of essential commodities Act, 1925",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20prevention%20of%20Black-Marketing%20and%20maintenance%20of%20supplies%20of%20essential%20commodities%20Act%2C%201925%20English.pdf
